score,content,label
5,Alhamdulillah saya pengguna gojek dari tahun 2015,Positif
5,"Kalau bisa jangan cari driver yg terlalu jauh. Jadi makan waktu. Driver rugi karena dibatalin, penumpang rugi karena buang-buang waktu.",Positif
5,Memudahkan kita dan sangat membantu masalah transportasi,Positif
1,"Makin parah ,pesen gofood tolong lah ,baliki fiturnya kek dulu, bisa liat driver dimana, dh gitu rata rata driver food pada kgk mau lg klo dpt orderan food ,lawak",Negatif
5,Ok,Positif
5,Bagusss,Positif
1,Gopy leter tidak bisa lagi diandalkan sangat kecewa,Negatif
2,"halo Gojek,mengapa saya setiap hari dihubungi oleh debtcollector gopay later padahal saya tidak nunggak dan dari DC lain nya ada yg dari kredivo,julo,gopay pinjam?padahal gopay pinjam belum jadi saya ambil juga,sudah selalu di hubungi.mohon ditertibkan para DC nya.",Negatif
5,Mantap,Positif
5,Banyak membantu,Positif
1,Aplikasi makin buruk.. drivernya molor. Tolong dibuatkan wadah bahwa makanan sudah jadi siap diantar hadi driver g bisa tuh bohong.. alasan klasik teruus padahal lagi mongkrong astttth Baru aaja menlis tetang keburulan driver gojek.. ssya pesan di dapur solo selama ini saya ga pernah di minta uang parking. Baru kejadian diminta donk.. apa apan ini ada parking liar didalam aplikasi,Negatif
5,Ok,Positif
1,"Tolong dipilah lagi untuk drivernya karena sering membawa kendaraan dengan ugal2 an dan sering melawan arah, tolong moral drivernya lebih di utamakan demi keselamatan bersama!!!",Negatif
5,"Semenjak ovo tergeser di tokopedia, yg awalnya gojek opsi kedua, sekarang jadi opsi pertama ðŸ‘",Positif
5,Nice,Positif
5,Josss,Positif
5,banyakin lagi dongggg promonyaaa...,Positif
5,Makasih,Positif
2,"Skrg sering hang, crash, force close,.karna banyaknya pengguna mungkin,.mohon diperbaiki min,.karna aplikasi ini sangat terpakai untuk saya",Negatif
1,Menu promonya ilang masa wkwk,Negatif
4,Ok,Positif
1,"Asli gojek, tolong lah orang lagi nyari gojek abis ujan ko tetep sepi",Negatif
1,GAK NYAMAN KALIIIIIII MAKIN JELEK PERBAIKI LAHHHHHH GA BERGUNA BANGETðŸ˜ðŸ˜ðŸ˜ðŸ˜,Negatif
5,Bagus banget lah pokoknya aplikasi gojek. .ini,Positif
5,Mantap jos gandos,Positif
5,Bisa mengantar ketempat tujuan dan pelanannya ramah,Positif
5,Seneng ajh pakai gojek bukan karna banyak promo atau apa nya yaa poko nya seneng ajh gitu sm apk lokal,Positif
5,Sangat membantu,Positif
5,Ajieb,Positif
1,Telah terjadi kemunduran pada gojek.. drever di paksa beralih ke argo jarak dekat.. padahal cuma akal akalan aplikator.. jelas jelas memesan dengan Argo normal namun yang terima argo 5000.. drever di peras di korupsi.habis habisan ...,Negatif
5,Mantap,Positif
1,"Ada driver gocar belagu gk punya etika, orang sdh tggu lama dan buru2 main batalin aja,",Negatif
1,Gajelas,Negatif
5,Baik,Positif
1,"jelek sekarang, burik, amvas pokok nya. sudah saya uninstal.",Negatif
5,Oke,Positif
1,Makin hari dpt driver nya lama bgt 20 menit terus + harga nya juga udh ga diskon,Negatif
5,sangat membantu,Positif
1,Saldo sy brkurang setelah membatalkan pesanan dan ga di refund,Negatif
1,Jelek masa iya baru log in ga ada voucher promo,Negatif
5,Keren,Positif
1,"Go Blok. PESEN FOOD DI GOJEK LAMA DATENGNYA, UDAH GITU MAHAL. BEDA DENGAN GRAB, CEPAT & LEBIH MURAH.",Negatif
5,Sangat bermanfaat,Positif
1,"Tolong keamanannya ditingkatkan, dan jangan ada fitur one tab krn tanpa konfirmasi jenis pembayaran tiba-tiba memesan",Negatif
4,ä½ ä¸Žu5 ç»™ä»–6,Positif
1,"Saya kasih bintang 1, karena Aplikasi nya sering ngehang. Udah narik biaya tambahan (biaya aplikasi), aplikasi ngehang mulu.... tiap melakukan pemesanan : aplikasi tidak menanggapi, tutup atau tunggu. Niat jualan ga sih! Tiap order gofood kena biaya lain2/biaya tambahan s.d 50% dari Ongkir, giliran perlu cepet malah ngehang mulu.",Negatif
5,Lancar,Positif
5,Professional,Positif
5,Tepat waktu n ramah,Positif
1,Lupa pin. Untuk permintaan OTP tidak ada sms,Negatif
1,Orderannya ssh pkai di jatah,Negatif
1,Baru kemarin barang saya di maling sama gojek ini haduhh,Negatif
5,Sangat memuaskan,Positif
5,Mantaaab Taribnya Mahal Di Banding Ojol Lainnya,Positif
5,Gotix tiba tiba g adaaa,Positif
5,"tolong klw driver yg cancel orderan jangan customer yg di bikin susah dengan alesan customer terlalu banyak pencet. jadi gak bisa cari driver lain, apalagi pas pesen makan lewat goshop. itu sangat menyebalkan.",Positif
5,Mantap,Positif
5,Sangat membantu nih... selama ini pake goride tidak ada kendala yg berarti... pokoknya membantu banget.,Positif
5,Sering2 kasih voucher dan diskon ya gojek hehhee,Positif
1,Gojek terlalu mahal banget !!!,Negatif
5,â™¥ï¸â™¥ï¸â™¥ï¸â™¥ï¸,Positif
5,Sangat recommended bgt ya,Positif
5,Ok saya kasih bintang 5 namun sayang saya .kalau saya mau up date ke gojek premium tidak bisa bisa juga,Positif
1,Parah gojek skrng ...gopaykter di bekukan sementara ..sementara kok udah 1 thn gk berubah..,Negatif
1,Dikasih gopay later percuma tidak bisa dipakai buat apa d acc cm gak bisa dipergunakan ...,Negatif
1,Tolong lah voucher gartis ongkir nya yg 1rb sama 2rb ilangin aja risih liat nya ga niat banget kasih gratis ongkir gofoodðŸ‘Ž konsumen jadi males order,Negatif
1,Saya beli pulsa 10rbu dan 5rbu yg masuk cuman 5rbu aja,Negatif
5,"Kalo drivernya ngambil tunai dari customer, padahal sudah bayar pake gopay itu gimana yah, ??? Saya pesan kan gojek buat kakak saya, dan driver tetap nerima uang tunainya.",Positif
1,Sering susah dapet driver parah,Negatif
1,Sangat lama mencari driver saat pemesanan gofood. Drivernya pada mageran.,Negatif
1,"Pelayanan gofood skrg sangat lamaaa, begitu pesan itu masih dikasih waktu buat masaknya, brp puluh menit , stlh itu br mau dicarikan driver., Dpt drivernya pun belakangan ini sangat laamaaaaa. Bgtu dpat driver masih otw ke resto nya. Smpe resto blm tentu sdh jd masakannya, Krn ada resto yg dimasakin ketika driver br dtg. Maaf ya, super lama ini gofood",Negatif
4,Mantab,Positif
5,Keren sangat membantu dan bisa diandalkan sewaktu waktu.,Positif
1,Kelamaan,Negatif
5,Luar biasa membantu disegala hal mantap gojek miss u,Positif
1,Kalau ada kecelakaan pihak gojek nya lama ditanganinya,Negatif
5,Keren,Positif
1,Tidak bisa melakukan gopinjam sama go payleter,Negatif
5,"Cepat, sat.... set....santuy ðŸ™‚",Positif
5,"Sangat membantu,dan memudahkan",Positif
5,Good job,Positif
1,Unistall gojek,Negatif
1,"GORIDE SUDAH TIDAK ADA VOUCER DAN DISKON LAGI, TERPAKSA SAYA JALAN KARNA BERBEDA 5 RIBU RUPIAH SAJA BERPENGARUH BAGI SAYA YANG PENGHASILAN KECIL",Negatif
1,Stuck gatau kenapa...,Negatif
1,Sudah Lebih dari 4 Bulan sampai sekarang Gopay Pinjam Belum di setujui.!! Payah ini...!!,Negatif
5,Kiranya gojek semakin baik dapat membantu kemudahan dimasyarakat.ðŸ™ðŸ»,Positif
5,sya sukanya pke apk ini mudah DAFTRNYA GK ribet gk lelet,Positif
5,"Saya minta bantuan, bagaimana cara utk menghapus riwayat pesanan, krn HP jd lemot krn sdh penuh... Akhir akhir ini aplikasi GO-JEK mendadak mati, ketika sdg dipergunakan, mohon penjelasan nya terimakasih",Positif
5,ðŸ‘ðŸ‘,Positif
4,Tolong bantu saya upgrade Gopay plus Tanpa KTP ðŸ™,Positif
4,aplikasi ini sangat membatu mencari solusi transfortasi.,Positif
5,Sejauh ini memuaskan,Positif
1,1. Gopay later tidak bisa digunakan 2. Menghubungi tim support MAB dan Gojek juga tidak ada hasil 3. Aplikasi sering error saat loading Uninstall bareng2 aja biar keluhan customer diperhatikan,Negatif
1,SUDAH DISKON TAPI TETEP MAHAL ADUH PARAH,Negatif
5,kemanapun menjadi mudah dengan gojek,Positif
1,Punya gopaylater tp ga bisa di pake...hahaha...aplikasi guoblok...makin kesini makin parah aja nih aplikasi...ga gojek...ga tokped...sama2 guoblok,Negatif
2,"Kenapa go-tix nya di ilangin, padahal mempermudah buat beli tiket sma ngeliat film terbaru. Tolong di kembalikan lagi go tix nya",Negatif
4,Mangap,Positif
5,Alhamdulillah dengan adanya Gojek sangat membantu.ðŸ‘,Positif
5,Sangat memudahkan apalagi ada gopaylater dan gopay pinjam tapi gak tau kenapa gopay later dan gopay pinjam saya tidak bisa di akses padahal tidak pernah bermasalah bayar selalu tepat waktu,Positif
5,layanan gojek cepat dan bersih,Positif
5,Smpai saat in gojek membantu,Positif
5,Keren aja,Positif
5,Ok,Positif
1,"Isi paket lewat go tagihan paket tidak masuk"" Tapi gopay ke potong.. Sudah komplain tapi tidak ada tanggapan",Negatif
1,Fitur pinjamanya susah di acc,Negatif
1,Maaf yah gojek aku kasih bintang 1 karena kasihan sama ortuku karena dia slalu dapet promo kasihan jadinya belom bayar bensin maaf yah gojekâ˜ºï¸,Negatif
1,Transfer saldo sudah satu hari tidak kunjung berhasil.,Negatif
5,gojeknya sopan,Positif
4,lemot,Positif
5,pelayanan prima luar biasa,Positif
1,"Ini kenapa saya gak bisa login, Tolong di perbaiki secepatnya",Negatif
1,"kenapa gojek mahal banget sih, ga kayak grab yang lebih murah mana sering diskon juga. lah ini padahal deket aja sampai 10 ribu ke atas. saya rasa aplikasi ini sinting perlu diberi bintang 1",Negatif
1,Paylater nya gk bs d gunakan payahhhh,Negatif
1,"Dodoll,,,",Negatif
5,Terima kasih gojek Limit gopay pinjam dan paylater saya naik Sangat membantu kalau tanggal tua,Positif
1,Sulit ngatur alamat rumah error sudah diatur GPS-nya masih GK bisa error,Negatif
5,"Nice, pebanyak cashback ðŸ¤£ðŸ¤­",Positif
1,ANJENG LAMBAT BGT NERIMA ORDERAN BGST BGST,Negatif
5,Recommended,Positif
5,Aneh... di notice suruh ikut paylater giliran daftar eh di tolak. Anda sehat min? Udah lama lho aku pake gojek. Jgn paksa aku jadiin â­ doank ya.,Positif
1,Sudah 2x di downgrade dari gopay premium untuk kenyamanan bertransaksi saya lebih prefer ke dana dan juga shoppe pay,Negatif
1,"Aplikasi apaan ajg, ngirim OTP aja setaun ga muncul"".",Negatif
5,biar bintang yng membutikan,Positif
1,Bagaimana menangani akun gopay yg sudah dibajak ornng lain,Negatif
1,"Skrg lebih parah lgi, bli pulsa data, dibatalkan sepihak uang nya GK balik lgi... Gilaaaa bgtt gojek ..",Negatif
5,Best aplikasi,Positif
4,Nyaman,Positif
5,Mantap gocar,Positif
1,"Gojek instan yg di airport nunggu drivernya sangat lamaaaa..... Gak efektif sama sekali, lebih baik yg reguler seperti dulu",Negatif
1,"Uninstall ni aplikasi, sebelum kerjasama sma yg Ono perasaan gojek dr dulu baik2 saja. Sekrng apa2 GK enak . Sya bertahun2 pakai gojek oke2 aja,semenjak aplikasi di perbaharui. Kecewa. Padahal sya bertransaksi smpe level mau ke sultan . Mengecewakan",Negatif
5,"Sangat terbantu, terimakasih",Positif
5,Good,Positif
4,"Penyelamat kalo cucu saya lagi gak ada yg anter,",Positif
1,"Mau Hapus Akun Malah Gak Bisa"" Ini Gimana Sih Sudah Mau Di Hapus Malah Ada Pesan Akun Mu Belum Bisa Di Hapus!",Negatif
4,Alhamdulillah ikut membantu dalam terlaksananya rencana perjalanan dengan baik,Positif
5,Ok,Positif
5,lebih kopenten lagi,Positif
5,solusi pling tepat saat keadaan mndesak,Positif
2,Knp layanan gotix nya gak ada..? Padahal pake gojek krn sering pesen tiket nonton...,Negatif
1,Gbsa di buka apk nya,Negatif
1,Ini kenapa saya mau transfer ga bisa woiiii...,Negatif
4,ada masalah di pengaturan metode pembayaran otp BRI debitt. dapet SMS verifikasi tapi otp gak bisa diketik sama sekali .,Positif
5,DRIVER GOFOOD// KHUSUS ONGKIR 5000 LEBIH DI UTAMA KAN WALAUPUN MELEWATI ORDERAN LEBIH DARI PULUHAN ORDER PERHARI.. TANPA SANKSI....APAPUN.. WHYYYYY ..,Positif
5,biar bintang yg bicara,Positif
1,Daftar aja lama amat,Negatif
5,Pelayanan yang baik dan cepat responnya,Positif
5,Selalu tepat,Positif
5,Terima kasih gojek,Positif
1,"di android 13, aplikasi makin di update kok makin banyak crash nya, tiap lagi scroll cari resto suka tiba-tiba crash/hang, langsung perbaiki jek biar ga ganggu kenyamanan customer",Negatif
1,"Ewwalet taik ini mau kirim ke bank erorr ngk bisa"" sistem bobrok",Negatif
1,"Dear gojek.... Kenapa fitur Gotix di hilangkan? Padahal itu sangat membantu bagi saya untuk memesan tiket bioskop, melihat jadwal bioskop yang akan ditonton beberapa hari mendatang dan melihat lihat info tiket wisata yg ingin dikunjungi seperti ancol dan ice skate. Tolong di munculkan kembali jujur agak kecewa dan sedih soalnya hanya di gotix yang bisa melihat jadwal film seminggu ke depan karena di aplikasi bioskop nya sendiri malah tidak bisa melihat jadwal besok hari nya. Tolong diperbaiki",Negatif
5,Bagusa,Positif
5,Nggak ad komen cukup diperbarui lagi agar semakin mudah kami menggunakannya,Positif
5,Nyaman,Positif
1,"penyelesaian masalah lama, gak di respon2 telpon cs gak di angkat2, driver menyelesaikan pesanan tapi pesanan belum sampai, sampe sekarang malah ribet complenannya jugaa, gak amanah a**",Negatif
1,"gopaylayer ny aneh, transaksi di anggap tidak wajar, tidak ada konfirmasi, langsung di block tidak bisa digunakan. minimal mah konfirmasi dulu. masa dikit2 disuru nunggu 30 hari. kecewa, padahal dulu ga pernah begini.",Negatif
5,Oke,Positif
2,Gopay later saya ga bisa dgnakan kenapa limit nya buat apa kalo ga bisa ke pake,Negatif
1,Apk busukk Masa gopaylater di permasalahkan Udah enak enak pake gopayleter,Negatif
5,Bagus lah,Positif
5,ðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ‘,Positif
5,"Selain atm bca, gopay ter the best",Positif
5,Keren,Positif
1,"Gopay Terblokir sudah lapor CS jawabannya terdeteksi Aktifitas tidak wajar dan Saldo di tahan, APK PARAH , PERAMPOK!!!",Negatif
1,Sumpah muak banget sama iklan gomart.. apapun aplikasinya selalu iklannya gomart. Plis lah. Ganggu banget. Gausa gini2 amat marketingnya. Risih.,Negatif
5,nice,Positif
5,Good jobs,Positif
1,Sistemnya buruk sering gangguan,Negatif
1,"Kasian para driver food Tarif Goceng Pengantarannya jauh Ambil orderannya jauh Padahal dari custamer bayar ongkirnya fuul... Kalo ada tips dari custamer masuknya lama kalo tidak ada riwayat di chat. Driver Reguler pemain food dapet orderan buangan/ cancelan dari Argo goceng cari untung banyak jangan Peras keringat driver kasian mereka yg di lapangan Dapet untung dari Resto,custamer dan driver",Negatif
1,"Kok gojek kalah update sama team oren ya? Masa iya harus standby di layar aplikasi baru bisa terima notifikasi?? Udah loadingnya parah juga, gk usa kebanyakan iklan deh, buat versi litenya aja, kirain hp ku kebanyakan cache gk si ijo singapore aja aman aman tuh, ini aplikasinya aja yg aneh, udh mau bangkrut atau gimn sih? Perbaharui terus tp makin bobrok",Negatif
2,Ini kenapa limit paylater saya tidak bisa lagi digunakan padahal saya tidak telat bayar gara pindah ini gak findaya lagi jadi eror terus,Negatif
5,gud aplication.,Positif
1,pelayanan lama dan semakin mahal,Negatif
1,"Males pake gojek lagi, klu gamau kasih pinjem tutup poin aje,, ga usah sok halus bos.. Anda ga bisa pinjem kan enak bgtu, !!! Ini sok halus kite di suruh nunggu klu sudah bisa akses gopay pinjam akan kami infokan.. BASI bahasa nye",Negatif
2,Kemana gopaylater ku... Please comeback,Negatif
5,Bagus,Positif
5,Cepat respon,Positif
5,Sangat membantu,Positif
1,Sistem stress,Negatif
1,"APLIKASI BINATANG, PANTESAN SEPI YANG DOWNLOAD. APLIKASI ABALÂ², BEDA JAUH DARI GRAB. HAPUS AJA APLIKASI GOJEK GAK BERMUTU CUIHHHHH SETAN",Negatif
5,Mantap,Positif
5,Manteep sangat membantu,Positif
2,"layanan chat yg tersedia antara customer dan pemilik rumah makan tdk bisa digunakan sblm pemilik RM chat duluan. knp ga dibuka secara utuh saja, jdi customer bisa chat tanpa syarat. mau cancel gofood krn RM nya tutup jg ga bisa, masa iya mo makan nunggu sampe 2jam garaÂ² RM nya tutup tp pesanan dikonfirmasi..",Negatif
5,Aku lebih dapat gocar mobil nya honda,Positif
5,Bisa berselancar dimana aja dan cepat apalg kerja sm bank jago,Positif
1,aplikasi sampah,Negatif
5,Mantep,Positif
1,Promo untuk go ride gak ada.,Negatif
5,Aplikasi yg keren segala sesuatunya menjadi lebih mudah,Positif
5,Terimakasih,Positif
5,Aplikasi inii sngt membantu & memudahkn sy...,Positif
5,Ok,Positif
5,Anjinnng dari tadi drivernya sibuk terus malah lama lagi pindah grab aja cepet,Positif
1,"BUAT APA DIKASIH GOPAYLATER, KALAU GAK BISA DIGUNAKAN, SAYA JUGA GAK PERNAH TELAT BAYAR, PERCUMA ADA SISTEM PEMBAYAR GOPAYLATER, GAK ADA MANFAATNYA, HAPUS AJA APLIKASI GAK BISA DIPAKAI, HAPUS PINDAH KE APLIKASI LAIN. Sampai skrg gak bisa juga gopaylater",Negatif
5,Ok,Positif
5,Sangat membantu,Positif
1,"ini aplikasi gojek sekalinya diperbarui trs, pasti lemot aplikasinya",Negatif
5,Makanan diterima dg baik dan tepat waktu,Positif
1,"gopaylater gak bisa di gunakan. percuma belanja buat naikin limit, tiba2 gak bisa di gunakan. mending belanja dengan si oren",Negatif
5,Ok,Positif
5,Baik Pelayanan Nya & Ramah Supel,Positif
5,Ok,Positif
5,"Mantap, pasti ada jalan",Positif
1,Paylater kenqpa yak tidak bisa digunakan?,Negatif
5,"mantap,meskipun kondisi hujan drivernya sigap",Positif
5,Drivernya ramah2,Positif
5,"Tolong dunk gojek Indonesia, kalau recruit driver jangan ngawur.!! Masak costumer di acuhin",Positif
5,mantap alhamdulillah sangat berguna dan membantu,Positif
5,"Ya sudah lah, makasih",Positif
4,Kurang sambal,Positif
1,"Bye gojek .. ga bakal make lgi, kecewa sangat, diupdate malah gopay laternya brkurang dari 750 jdi 500ðŸ¤¦ðŸ¤¦",Negatif
5,ðŸ‡®ðŸ‡©ðŸ¤—ðŸ‡®ðŸ‡©,Positif
5,Membantu di kala perlu,Positif
1,Dlu saya sering sekali transaksi pembayaran makai aplikasi ini tapi saya kecewa bgt cuma terlambat pembayran 1 minggu di telpÂ²/WA.pdhl saya lg di luar kota pekerjaan yg saya lg kejar. Berapa pun pasti saya kn bayar sekali pun denda 5xlipat. Fik delete aplikasi trims,Negatif
1,"Karna ada driver yang ruwet aku hapus aja aplikasinya. jadi kan pas aku pesen makanannya dan itu sudah jadi tapi sidriver malah minta batalin, lah padahal kan saya udah nunggu lama tapi tibaÂ² suruh batalin, terus sidriver jadi nganter tapi pas nyampe rumahku malah ngajak berantem sampeÂ² mau lapor polisi wkwk ngajak teman lagi, drivernya cewek",Negatif
4,Ok,Positif
5,Ok...,Positif
5,sangat membantu,Positif
1,Aplikasi rusak ni. Makin kesini makin ga jelasss elaah . Nunggu otp buat verifikasi gopay aja ga kelar kelarr. Sekalinya masuk otp kadaluarsa. Anehh,Negatif
1,Yaelah bang kenapa gak bisa make gopay Later lagi sih padahal gua gak punya tagihan kartu kredit maupun yang lain,Negatif
1,Pusing dengan Gopaylater jaman skr. Udah 2 bulan ga BS di gunak#an. tau tau bisa lagi. Baru bisa 2 hari ehhh. . Udah gak bisa digunakan l#agi. Ini kayak separuh hati aja. Mending ambil sikap aja. Kasi limit ya kasi. G#ak kasi ya hapus skalian. Kalo bgini bentar iya bentar tidak# yang ada cuma bikin makin banyak org berfikir galbay.,Negatif
1,Makin kesini makin aneh aja rute dimasukin rute ke Jalan kaki mau untung besar jek jek kasihan tuh driver masa kita yang nambahin ongkos,Negatif
5,"Saya senang banget dengan fitur gofood nya ðŸ˜Šsangat"" membantu",Positif
5,SANGA BAGUS,Positif
5,Gojek mantul..ðŸ‘,Positif
5,selalu tepat waktu,Positif
5,Tolong banyakin lagi lah promonya khusus nya gofood,Positif
2,"Biaya gopaylater aku naik jadi 4% pertrasanksi, makin mahal!",Negatif
5,Mantap,Positif
5,Mohon maaf kenapa di android 14 sering tidak merespon aplikasi nya,Positif
5,Aplikasi ini sangat membantu saat perjalanan,Positif
5,Setelah di update kok malah gak bsa buka sihh.. woiii solusinya donk....ðŸ¤¬ðŸ¤¬ðŸ¤¬ðŸ¤¬ðŸ¤¬ðŸ¤¬ðŸ¤¬ðŸ¤¬ðŸ¤¬ðŸ¤¬ðŸ¤¬ðŸ¤¬ðŸ¤¬ðŸ¤¬ðŸ¤¬ðŸ¤¬ðŸ¤¬ðŸ¤¬ðŸ¤¬,Positif
